index,publishing year,book name,author,author_rating,book_average_rating,book_ratings_count,gross sales,publisher revenue,sale price,sales rank,publisher ,units sold,genre_children,genre_fiction,genre_genre fiction,genre_nonfiction
24,1996.0,Persepolis,"Kenneth Branagh, William Shakespeare",Intermediate,4.12,1.9661285848602907,2639.34,1583.604,0.99,25,"Amazon Digital Services,  Inc.",2666,0,0.0,1,0
25,1981.0,Cujo,Stephen King,Intermediate,3.65,2.008840787491917,7774.0,0.0,2.99,26,"Amazon Digital Services,  Inc.",2600,0,0.0,1,0
26,1993.0,The Virgin Suicides,Jeffrey Eugenides,Intermediate,3.83,2.0416523904050683,26904.06,16142.436000000002,10.91,28,Penguin Group (USA) LLC,2466,0,0.0,1,0
27,2004.0,Dead to the World,Charlaine Harris,Intermediate,4.13,3.3212097059437533,2376.0,0.0,0.99,29,"Amazon Digital Services,  Inc.",2400,0,0.0,1,0
28,1891.0,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",Intermediate,3.77,2.4335511292613727,9576.0,5745.6,3.99,29,Hachette Book Group,2400,0,0.0,0,1
29,1856.0,Madame Bovary,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",Intermediate,3.64,2.029847829202271,9308.67,0.0,3.99,30,"Amazon Digital Services,  Inc.",2333,0,0.0,1,0
30,1961.0,The Phantom Tollbooth,"Norton Juster, Jules Feiffer",Intermediate,4.22,2.6503806096342575,4509.34,0.0,1.99,31,"Amazon Digital Services,  Inc.",2266,0,0.0,1,0
31,2010.0,The Way of Kings,Brandon Sanderson,Famous,4.64,1.5838448514998131,2178.0,0.0,0.99,32,"Amazon Digital Services,  Inc.",2200,0,0.0,1,0
32,2003.0,Club Dead,Charlaine Harris,Intermediate,4.03,2.7421198204871784,13178.0,7906.8,5.99,32,HarperCollins Publishers,2200,0,0.0,1,0
33,2006.0,It's Kind of a Funny Story,Ned Vizzini,Intermediate,4.14,2.0972480657472743,2045.34,1227.204,0.99,34,HarperCollins Publishers,2066,0,0.0,0,1
34,2007.0,Persepolis,Brandon Sanderson,Intermediate,4.35,1.771511988471164,17980.0,10788.0,8.99,35,Random House LLC,2000,0,0.0,1,0
35,2015.0,After You,Jojo Moyes,Intermediate,3.7,0.1406420463836417,1964.16,0.0,0.99,36,"Amazon Digital Services,  Inc.",1984,0,0.0,1,0
36,2011.0,The Language of Flowers,Vanessa Diffenbaugh,Intermediate,4.07,1.433241498089933,1964.16,1178.496,0.99,36,"Amazon Digital Services,  Inc.",1984,0,0.0,1,0
37,1986.0,Batman: The Dark Knight Returns,"Frank Miller, Klaus Janson, Lynn Varley",Intermediate,4.25,1.3032326614021372,1949.31,0.0,0.99,37,"Amazon Digital Services,  Inc.",1969,0,0.0,1,0
38,2005.0,The Angel Experiment,James Patterson,Intermediate,4.08,2.4558592113193467,1949.31,0.0,0.99,37,"Amazon Digital Services,  Inc.",1969,0,0.0,1,0
39,1995.0,High Fidelity,Nick Hornby,Intermediate,3.94,1.2673747201140704,20309.55,12185.73,10.65,41,Random House LLC,1907,0,0.0,1,0
40,2003.0,The Guardian,Nicholas Sparks,Intermediate,4.14,1.3174489071517423,1873.08,0.0,0.99,42,"Amazon Digital Services,  Inc.",1892,0,0.0,1,0
41,2003.0,Oryx and Crake,Margaret Atwood,Intermediate,4.0,1.7957557647048659,7485.24,0.0,3.99,43,"Amazon Digital Services,  Inc.",1876,0,0.0,1,0
42,1998.0,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships",John Gray,Intermediate,3.52,0.6030825582340807,3703.39,2222.034,1.99,44,"Amazon Digital Services,  Inc.",1861,0,0.0,1,0
43,2000.0,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,Intermediate,4.0,1.2460503514896626,11057.54,6634.524,5.99,45,HarperCollins Publishers,1846,0,0.0,1,0
44,1999.0,Timeline,Michael Crichton,Intermediate,3.83,1.7025568500472978,12791.7,7675.02,6.99,46,"Amazon Digital Services,  Inc.",1830,0,0.0,1,0
45,1759.0,Candide,Voltaire,Intermediate,3.76,1.7948355166541101,8982.0,0.0,4.99,48,"Amazon Digital Services,  Inc.",1800,0,0.0,1,0
46,1975.0,Tuck Everlasting,Natalie Babbitt,Intermediate,3.85,2.5186264749191665,3582.0,2149.2,1.99,48,"Amazon Digital Services,  Inc.",1800,0,0.0,0,1
47,1983.0,Christine,"Stephen King, Marie Milpois",Intermediate,3.72,1.7849666496270404,1766.16,1059.6960000000001,0.99,49,"Amazon Digital Services,  Inc.",1784,0,0.0,0,1
48,1960.0,Are You My Mother?,P.D. Eastman,Intermediate,4.16,2.5162147903723584,10596.31,6357.786,5.99,50,Penguin Group (USA) LLC,1769,0,0.0,1,0
49,1950.0,The Story of Art,E.H. Gombrich,Intermediate,3.83,2.2148811527869765,15058.27,9034.962,8.59,51,Hachette Book Group,1753,0,0.0,1,0
50,2013.0,Scarlet,Marissa Meyer,Intermediate,4.3,3.1369696996441823,1720.62,1032.372,0.99,52,"Amazon Digital Services,  Inc.",1738,0,0.0,1,0
51,1997.0,"Rich Dad , Poor Dad",Robert T. Kiyosaki,Intermediate,3.95,1.8675985780466207,1705.77,1023.462,0.99,53,Random House LLC,1723,0,0.0,1,0
52,2011.0,Silence ,Becca Fitzpatrick,Intermediate,4.16,3.0403753870062395,8517.93,0.0,4.99,54,"Amazon Digital Services,  Inc.",1707,0,0.0,1,0
53,2009.0,The Magicians,Lev Grossman,Novice,3.47,1.6817719371767812,1675.08,1005.048,0.99,55,Macmillan,1692,0,0.0,1,0
54,2004.0,ãƒ‡ã‚¹ãƒŽãƒ¼ãƒˆ #1 (Desu NÅto) Taikutsu (é€€å±ˆ),"Tsugumi Ohba, Takeshi Obata",Famous,4.42,1.414995200531846,6687.24,0.0,3.99,56,"Amazon Digital Services,  Inc.",1676,0,0.0,1,0
55,2003.0,A Great and Terrible Beauty,Libba Bray,Intermediate,3.79,2.497460769751785,4966.39,2979.8340000000003,2.99,57,Penguin Group (USA) LLC,1661,0,0.0,1,0
56,2002.0,Everything Is Illuminated,Jonathan Safran Foer,Intermediate,3.9,1.1608480750662475,1629.54,977.7239999999999,0.99,58,"Amazon Digital Services,  Inc.",1646,0,0.0,1,0
57,1986.0,The Bourne Supremacy,Robert Ludlum,Intermediate,4.09,1.4996262885099645,17783.3,10669.98,10.91,59,Penguin Group (USA) LLC,1630,0,0.0,1,0
58,2012.0,Easy,Tammara Webber,Intermediate,4.11,1.2384345055523742,1613.7,0.0,0.99,59,"Amazon Digital Services,  Inc.",1630,0,0.0,1,0
59,1849.0,David Copperfield,"Charles Dickens, Jeremy Tambling",Intermediate,3.96,1.7644038655963614,18394.85,11036.91,11.39,60,Hachette Book Group,1615,0,0.0,1,0
60,2007.0,The Absolutely True Diary of a Part-Time Indian,"Sherman Alexie, Ellen Forney",Intermediate,4.11,2.084745385333559,10384.0,6230.4,6.49,61,Random House LLC,1600,0,0.0,1,0
61,1967.0,ÐœÐ°ÑÑ‚ÐµÑ€ Ð¸ ÐœÐ°Ñ€Ð³Ð°Ñ€Ð¸Ñ‚Ð°,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",Intermediate,4.32,1.1575796078514946,6320.16,0.0,3.99,62,"Amazon Digital Services,  Inc.",1584,0,0.0,1,0
62,1968.0,A Wizard of Earthsea,Ursula K. Le Guin,Intermediate,3.99,1.908152957662682,4707.0,0.0,3.0,63,"Amazon Digital Services,  Inc.",1569,0,0.0,1,0
63,2000.0,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban",Intermediate,4.0,1.8901922543272434,1522.62,0.0,0.99,65,"Amazon Digital Services,  Inc.",1538,0,0.0,1,0
64,1959.0,A Separate Peace,John Knowles,Intermediate,3.56,1.9354113395798938,5924.47,0.0,3.89,66,"Amazon Digital Services,  Inc.",1523,0,0.0,1,0
65,1995.0,The Rainmaker,John Grisham,Intermediate,3.91,1.3487056081860307,12040.93,0.0,7.99,67,"Amazon Digital Services,  Inc.",1507,0,0.0,1,0
66,1605.0,Don Quijote de La Mancha,"Miguel de Cervantes Saavedra, Roberto GonzÃ¡lez EchevarrÃ­a, John Rutherford",Intermediate,3.85,1.2699768008093106,13413.08,8047.848000000001,8.99,68,Hachette Book Group,1492,0,0.0,1,0
67,1995.0,Assassin's Apprentice,Robin Hobb,Intermediate,4.14,1.2016245835221464,2907.39,0.0,1.99,70,"Amazon Digital Services,  Inc.",1461,0,0.0,1,0
68,1980.0,The Restaurant at the End of the Universe,Douglas Adams,Intermediate,4.22,1.869946797210618,11553.54,6932.124,7.99,71,Penguin Group (USA) LLC,1446,0,0.0,1,0
69,2010.0,Torment,Lauren Kate,Intermediate,3.89,2.522212269047973,5705.7,0.0,3.99,72,"Amazon Digital Services,  Inc.",1430,0,0.0,1,0
70,1901.0,The Tale of Peter Rabbit,Beatrix Potter,Intermediate,4.17,2.1407853183554404,9890.85,5934.51,6.99,73,Penguin Group (USA) LLC,1415,0,0.0,1,0
71,1953.0,The Silver Chair,"C.S. Lewis, Pauline Baynes",Intermediate,3.95,2.39718546491082,5245.36,3147.216,3.79,75,Hachette Book Group,1384,0,0.0,1,0
72,2008.0,The Hero of Ages,Brandon Sanderson,Famous,4.46,1.5457656218133706,5826.64,3495.9840000000004,4.21,75,"Amazon Digital Services,  Inc.",1384,0,0.0,0,1
73,1993.0,"Girl, Interrupted",Susanna Kaysen,Intermediate,3.9,1.5946022338862331,2724.31,1634.586,1.99,76,Hachette Book Group,1369,0,0.0,1,0
74,2007.0,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,Intermediate,3.85,1.0213511636482464,5462.31,3277.386,3.99,76,Hachette Book Group,1369,0,0.0,1,0
75,1970.0,Jonathan Livingston Seagull,"Richard Bach, Russell Munson",Intermediate,3.8,1.231802373048652,6751.47,0.0,4.99,77,"Amazon Digital Services,  Inc.",1353,0,0.0,1,0
76,2014.0,City of Heavenly Fire,Cassandra Clare,Famous,4.48,2.630198617900443,6676.62,0.0,4.99,78,"Amazon Digital Services,  Inc.",1338,0,0.0,1,0
77,1986.0,Love You Forever,"Robert Munsch, Sheila McGraw",Intermediate,4.34,2.056059032303106,1309.77,785.862,0.99,79,"Amazon Digital Services,  Inc.",1323,0,0.0,1,0
78,2006.0,Cell,Stephen King,Intermediate,3.64,1.576514599785173,5933.78,3560.268,4.54,80,HarperCollins Publishers,1307,0,0.0,1,0
79,2013.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,Intermediate,4.32,0.5919761162422017,8482.43,5089.458,6.49,80,Hachette Book Group,1307,0,0.0,1,0
80,1977.0,The Silmarillion,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",Intermediate,3.87,1.2437973303998815,6447.08,3868.248,4.99,81,Random House LLC,1292,0,0.0,1,0
81,1987.0,The Drawing of the Three,Stephen King,Intermediate,4.23,1.4007472220908355,2539.24,1523.5439999999999,1.99,82,HarperCollins Publishers,1276,0,0.0,0,1
82,2008.0,The Forgotten Garden,Kate Morton,Intermediate,4.12,1.3793276553922116,4907.7,0.0,3.99,85,"Amazon Digital Services,  Inc.",1230,0,0.0,1,0
83,1925.0,Der ProzeÃŸ,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",Intermediate,3.98,1.1723987747378017,1202.85,0.0,0.99,86,"Amazon Digital Services,  Inc.",1215,0,0.0,1,0
84,2002.0,This Lullaby,Sarah Dessen,Intermediate,4.03,1.8061958201772321,2417.85,1450.71,1.99,86,HarperCollins Publishers,1215,0,0.0,1,0
85,2000.0,Plain Truth,Jodi Picoult,Intermediate,3.97,1.0629209893892795,1188.0,0.0,0.99,87,"Amazon Digital Services,  Inc.",1200,0,0.0,1,0
86,2010.0,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman,Intermediate,3.7,1.0242071058747295,2388.0,0.0,1.99,87,"Amazon Digital Services,  Inc.",1200,0,1.0,0,0
87,1902.0,The Hound of the Baskervilles,"Arthur Conan Doyle, Anne Perry",Intermediate,4.09,1.8914932946748633,2356.16,1413.6960000000001,1.99,88,Macmillan,1184,0,0.0,1,0
88,2011.0,"Thinking, Fast and Slow",Daniel Kahneman,Intermediate,4.08,1.3340451047567503,1157.31,694.3860000000001,0.99,89,"Amazon Digital Services,  Inc.",1169,0,0.0,1,0
89,1982.0,The Mists of Avalon,Marion Zimmer Bradley,Intermediate,4.12,1.9936408283087454,1157.31,694.3860000000001,0.99,89,"Amazon Digital Services,  Inc.",1169,0,0.0,1,0
90,1970.0,"Are You There God? It's Me, Margaret",Judy Blume,Intermediate,3.89,1.8049265125210174,1111.77,0.0,0.99,92,"Amazon Digital Services,  Inc.",1123,0,0.0,1,0
91,2002.0,Nights in Rodanthe,Nicholas Sparks,Intermediate,3.82,1.107378490048201,5603.77,3362.262,4.99,92,"Amazon Digital Services,  Inc.",1123,0,0.0,1,0
92,2014.0,Mr. Mercedes,Stephen King,Intermediate,3.92,0.9817170320829408,2202.93,1321.7579999999998,1.99,93,Macmillan,1107,0,0.0,1,0
93,2007.0,All Together Dead,Charlaine Harris,Intermediate,4.05,2.150812848839537,6983.24,4189.944,6.49,95,Random House LLC,1076,0,0.0,1,0
94,1997.0,Midwives,Chris Bohjalian,Intermediate,3.97,1.2136195408733759,6885.89,4131.534000000001,6.49,96,Random House LLC,1061,0,0.0,1,0
95,1985.0,The Polar Express,Chris Van Allsburg,Intermediate,4.29,2.3193769055848557,1035.54,621.3240000000001,0.99,97,"Amazon Digital Services,  Inc.",1046,0,0.0,0,1
96,1989.0,The True Story of the Three Little Pigs,"Jon Scieszka, Lane Smith",Intermediate,4.29,1.4925498983265673,1019.7,0.0,0.99,98,"Amazon Digital Services,  Inc.",1030,0,0.0,1,0
97,1987.0,Patriot Games,Tom Clancy,Intermediate,4.11,1.4839503389557123,6079.85,0.0,5.99,99,"Amazon Digital Services,  Inc.",1015,0,0.0,1,0
98,1998.0,Veronika decide morrer,"Paulo Coelho, Margaret Jull Costa",Intermediate,3.69,0.5377449466304265,6932.45,4159.47,6.83,99,Penguin Group (USA) LLC,1015,0,0.0,1,0
99,2013.0,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell",Intermediate,3.94,1.2923166155586903,985.05,0.0,0.99,101,"Amazon Digital Services,  Inc.",995,0,0.0,1,0
100,2005.0,Dead as a Doornail ,Charlaine Harris,Intermediate,4.01,2.368848171485826,5068.8,3041.28,5.12,102,Penguin Group (USA) LLC,990,0,0.0,1,0
101,2011.0,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,Intermediate,4.01,2.586946959514925,2195.2,1317.12,2.24,104,"Amazon Digital Services,  Inc.",980,0,1.0,0,0
102,1959.0,Starship Troopers,Robert A. Heinlein,Intermediate,3.99,1.3320142125068066,7312.5,4387.5,7.5,105,Hachette Book Group,975,0,0.0,1,0
103,2011.0,I've Got Your Number,Sophie Kinsella,Intermediate,3.93,1.5746741036836616,960.3,0.0,0.99,106,"Amazon Digital Services,  Inc.",970,0,0.0,1,0
104,1991.0,Sofies Verden,"Jostein Gaarder, Paulette MÃ¸ller",Intermediate,3.88,0.4690754024292084,10224.0,6134.4,10.65,108,Penguin Group (USA) LLC,960,0,0.0,1,0
105,2011.0,Persepolis,Mark Cotta Vaz,Intermediate,4.3,2.958314647031956,7670.4,4602.24,7.99,108,Penguin Group (USA) LLC,960,0,0.0,1,0
106,1950.0,The Martian Chronicles,Ray Bradbury,Intermediate,4.12,1.5335168029308983,1880.55,0.0,1.99,111,"Amazon Digital Services,  Inc.",945,0,0.0,1,0
107,2010.0,A Visit From the Goon Squad,Jennifer Egan,Intermediate,3.64,0.8001743045528261,4690.6,2814.36,4.99,112,Macmillan,940,0,0.0,1,0
108,1880.0,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",Intermediate,3.97,1.5735317267930684,3730.65,2238.39,3.99,113,Penguin Group (USA) LLC,935,0,0.0,1,0
109,2002.0,Prey,Michael Crichton,Intermediate,3.72,1.1564054982694958,1850.7,0.0,1.99,114,"Amazon Digital Services,  Inc.",930,0,0.0,1,0
110,1956.0,The Last Battle,C.S. Lewis,Intermediate,4.02,2.024262875514926,5980.0,3588.0,6.5,116,"Amazon Digital Services,  Inc.",920,0,0.0,1,0
111,2007.0,World Without End,Ken Follett,Intermediate,4.23,1.0727263910335385,905.85,543.51,0.99,117,Random House LLC,915,0,0.0,1,0
112,2008.0,Chosen: A House of Night Novel,"P.C. Cast, Kristin Cast",Intermediate,3.9,2.730632586198435,7759.2,4655.52,8.48,117,"Amazon Digital Services,  Inc.",915,0,1.0,0,0
113,2012.0,Slammed,Colleen Hoover,Intermediate,4.29,1.8713430356324543,900.9,0.0,0.99,118,"Amazon Digital Services,  Inc.",910,0,0.0,1,0
114,2007.0,"Beastly (Beastly, #1, Kendra Chronicles, #1)",Alex Flinn,Intermediate,3.84,1.7482519256710287,895.95,537.57,0.99,119,"Amazon Digital Services,  Inc.",905,0,0.0,1,0
115,1390.0,Tales of Caunterbury,"Geoffrey Chaucer, Nevill Coghill",Novice,3.48,1.6999230366606521,891.0,0.0,0.99,120,"Amazon Digital Services,  Inc.",900,0,0.0,1,0
116,2006.0,Baby Proof,Emily Giffin,Intermediate,3.71,0.9348795795686166,5841.0,3504.6,6.49,120,Macmillan,900,0,0.0,0,1
117,2011.0,Inheritance,Christopher Paolini,Intermediate,4.08,1.6499440476971963,10731.05,6438.63,11.99,121,Random House LLC,895,0,0.0,0,1
118,2009.0,ã„ã¡ãã‚…ã†ã¯ã¡ã‚ˆã‚“ [Ichi-KyÅ«-Hachi-Yon],"Haruki Murakami, Jay Rubin, Philip Gabriel",Intermediate,3.89,0.9610273172866404,2661.1,0.0,2.99,122,"Amazon Digital Services,  Inc.",890,0,0.0,1,0
119,1852.0,Uncle Tom's Cabin or Life Among the Lowly,Harriet Beecher Stowe,Intermediate,3.83,1.3628583885528252,1771.1,1062.66,1.99,122,HarperCollins Publishers,890,0,1.0,0,0
120,1909.0,Le FantÃ´me de l'OpÃ©ra,"Gaston Leroux, Alexander Teixeira de Mattos",Intermediate,3.97,1.4660531010030844,3531.15,0.0,3.99,123,"Amazon Digital Services,  Inc.",885,0,0.0,1,0
121,2006.0,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,Intermediate,4.02,2.1623952812024965,6525.0,3915.0,7.5,126,Simon and Schuster Digital Sales Inc,870,0,0.0,1,0
122,1995.0,Ensaio Sobre a Cegueira,"JosÃ© Saramago, Giovanni Pontiero",Intermediate,4.08,0.12147550077479896,3451.35,0.0,3.99,127,"Amazon Digital Services,  Inc.",865,0,0.0,1,0
123,2010.0,Freedom,Jonathan Franzen,Intermediate,3.73,0.7712023572997244,6871.4,4122.84,7.99,128,Random House LLC,860,0,0.0,1,0
124,2011.0,Crossed,Ally Condie,Intermediate,3.52,0.18963732191353108,841.5,504.9,0.99,130,"Amazon Digital Services,  Inc.",850,0,0.0,1,0
125,2006.0,"I'd Tell You I Love You, But Then I'd Have to Kill You",Ally Carter,Intermediate,3.82,1.7552013850888044,10131.55,6078.93,11.99,131,Hachette Book Group,845,0,0.0,1,0
126,2008.0,The White Tiger,Aravind Adiga,Intermediate,3.71,0.6226298961397879,6711.6,4026.96,7.99,132,Random House LLC,840,0,0.0,1,0
127,2001.0,The Corrections,Jonathan Franzen,Intermediate,3.78,0.7218262894729707,816.75,0.0,0.99,135,"Amazon Digital Services,  Inc.",825,0,0.0,1,0
128,1995.0,Dreams from My Father,Barack Obama,Intermediate,3.81,1.0805326331192593,1641.75,985.05,1.99,135,HarperCollins Publishers,825,0,0.0,0,1
129,1980.0,Congo,Michael Crichton,Intermediate,3.55,1.1075054208138226,5696.85,3418.11,6.99,137,Random House LLC,815,0,0.0,0,1
130,1972.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Judith Viorst, Ray Cruz",Intermediate,4.22,1.6235424484479295,2421.9,0.0,2.99,138,"Amazon Digital Services,  Inc.",810,0,0.0,1,0
131,1999.0,Interpreter of Maladies,Jhumpa Lahiri,Intermediate,4.12,0.49950705348695706,8573.25,5143.95,10.65,139,Penguin Group (USA) LLC,805,0,0.0,1,0
132,1980.0,A People's History of the United States: 1492 to Present ,Howard Zinn,Intermediate,4.07,1.3474363005298158,3192.0,0.0,3.99,140,"Amazon Digital Services,  Inc.",800,0,0.0,1,0
133,1958.0,Breakfast at Tiffany's,Truman Capote,Intermediate,3.89,1.1064582419974454,792.0,475.2,0.99,140,"Amazon Digital Services,  Inc.",800,0,0.0,1,0
134,2010.0,The Passage,Justin Cronin,Intermediate,4.04,1.0180826964334935,3172.05,0.0,3.99,141,"Amazon Digital Services,  Inc.",795,0,0.0,1,0
135,2005.0,Anansi Boys,Neil Gaiman,Intermediate,4.0,1.3559089291350492,1572.1,943.26,1.99,142,"Amazon Digital Services,  Inc.",790,0,0.0,0,1
136,2009.0,Along for the Ride,Sarah Dessen,Intermediate,4.08,1.8027686895054522,9412.15,5647.29,11.99,143,Penguin Group (USA) LLC,785,0,0.0,1,0
137,2014.0,Everything I Never Told You,Celeste Ng,Intermediate,3.78,0.4376917706292987,3112.2,0.0,3.99,144,"Amazon Digital Services,  Inc.",780,0,0.0,1,0
138,1982.0,La casa de los espÃ­ritus,"Isabel Allende, Magda Bogin",Intermediate,4.2,0.7939546970373739,8269.25,4961.55,10.67,145,Simon and Schuster Digital Sales Inc,775,0,0.0,1,0
139,1979.0,The Dead Zone,Stephen King,Intermediate,3.9,1.1999110181862565,1512.4,907.44,1.99,148,HarperCollins Publishers,760,0,0.0,1,0
140,1920.0,The Mysterious Affair at Styles,"Agatha Christie, Î¡Î¿Î¶Î¯Ï„Î± Î£ÏŽÎºÎ¿Ï…",Intermediate,3.98,1.2884769598986408,3012.45,0.0,3.99,149,"Amazon Digital Services,  Inc.",755,0,0.0,1,0
141,1934.0,Murder in the Calais Coach,Agatha Christie,Intermediate,4.16,1.3814537457163711,3742.5,0.0,4.99,150,"Amazon Digital Services,  Inc.",750,0,0.0,1,0
142,2013.0,Americanah,Chimamanda Ngozi Adichie,Intermediate,4.26,0.5820437838323212,2992.5,0.0,3.99,150,"Amazon Digital Services,  Inc.",750,0,0.0,1,0
143,2001.0,Suzanne's Diary for Nicholas,James Patterson,Intermediate,4.16,0.8405382880204552,3717.55,2230.53,4.99,151,Random House LLC,745,0,0.0,1,0
144,1980.0,Firestarter,Stephen King,Intermediate,3.85,1.5010542596232062,2952.6,1771.56,3.99,152,Macmillan,740,0,0.0,1,0
145,2013.0,Entwined with You,Sylvia Day,Intermediate,4.19,1.4829031601393352,727.65,0.0,0.99,153,"Amazon Digital Services,  Inc.",735,0,0.0,1,0
146,2009.0,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,Intermediate,4.27,0.46748876785894,3642.7,0.0,4.99,154,"Amazon Digital Services,  Inc.",730,0,0.0,1,0
147,2014.0,The Storied Life of A.J. Fikry,Gabrielle Zevin,Intermediate,3.98,0.6499834761312158,5444.75,3266.85,7.51,155,Random House LLC,725,0,0.0,1,0
